fips_code,incident_start_date,incidenttype,is_major_disaster,state
16049,2015-08-10 00:00:00+00:00,Fire,0,ID
16061,2015-08-10 00:00:00+00:00,Fire,0,ID
53047,2015-08-13 00:00:00+00:00,Fire,0,WA
41001,2015-08-11 00:00:00+00:00,Fire,0,OR
41033,2015-08-08 00:00:00+00:00,Fire,0,OR
04015,2015-08-08 00:00:00+00:00,Fire,0,AZ
53039,2015-08-04 00:00:00+00:00,Fire,0,WA
06033,2015-07-29 00:00:00+00:00,Fire,0,CA
41019,2015-07-30 00:00:00+00:00,Fire,0,OR
53071,2015-07-20 00:00:00+00:00,Fire,0,WA
06071,2015-07-17 00:00:00+00:00,Fire,0,CA
16017,2015-07-05 00:00:00+00:00,Fire,0,ID
16055,2015-07-05 00:00:00+00:00,Fire,0,ID
53007,2015-06-28 00:00:00+00:00,Fire,0,WA
04021,2015-06-17 00:00:00+00:00,Fire,0,AZ
02122,2015-06-15 00:00:00+00:00,Fire,0,AK
02170,2015-06-15 00:00:00+00:00,Fire,0,AK
04005,2014-05-20 00:00:00+00:00,Fire,0,AZ
06061,2014-10-08 00:00:00+00:00,Fire,0,CA
06017,2014-09-13 00:00:00+00:00,Fire,0,CA
41005,2014-09-15 00:00:00+00:00,Fire,0,OR
06093,2014-09-15 00:00:00+00:00,Fire,0,CA
06039,2014-09-14 00:00:00+00:00,Fire,0,CA
06043,2014-09-05 00:00:00+00:00,Fire,0,CA
06105,2014-08-24 00:00:00+00:00,Fire,0,CA
06029,2014-08-18 00:00:00+00:00,Fire,0,CA
06039,2014-08-18 00:00:00+00:00,Fire,0,CA
41065,2014-08-05 00:00:00+00:00,Fire,0,OR
53007,2014-08-05 00:00:00+00:00,Fire,0,WA
53037,2014-08-02 00:00:00+00:00,Fire,0,WA
06049,2014-08-01 00:00:00+00:00,Fire,0,CA
06035,2014-08-02 00:00:00+00:00,Fire,0,CA
06089,2014-08-02 00:00:00+00:00,Fire,0,CA
06093,2014-08-01 00:00:00+00:00,Fire,0,CA
06089,2014-08-01 00:00:00+00:00,Fire,0,CA
41029,2014-07-31 00:00:00+00:00,Fire,0,OR
41035,2014-07-31 00:00:00+00:00,Fire,0,OR
49045,2014-07-21 00:00:00+00:00,Fire,0,UT
53037,2014-07-19 00:00:00+00:00,Fire,0,WA
53043,2014-07-19 00:00:00+00:00,Fire,0,WA
53063,2014-07-19 00:00:00+00:00,Fire,0,WA
53047,2014-07-15 00:00:00+00:00,Fire,0,WA
53007,2014-07-15 00:00:00+00:00,Fire,0,WA
41035,2014-07-13 00:00:00+00:00,Fire,0,OR
53007,2014-07-10 00:00:00+00:00,Fire,0,WA
53065,2014-07-09 00:00:00+00:00,Fire,0,WA
06055,2014-07-01 00:00:00+00:00,Fire,0,CA
41017,2014-06-07 00:00:00+00:00,Fire,0,OR
06073,2014-05-14 00:00:00+00:00,Fire,0,CA
06073,2014-05-14 00:00:00+00:00,Fire,0,CA
48233,2014-05-11 00:00:00+00:00,Fire,0,TX
40083,2014-05-05 00:00:00+00:00,Fire,0,OK
06037,2014-01-16 00:00:00+00:00,Fire,0,CA
06089,2013-09-09 00:00:00+00:00,Fire,0,CA
06043,2013-08-20 00:00:00+00:00,Fire,0,CA
06109,2013-08-20 00:00:00+00:00,Fire,0,CA
53007,2013-08-20 00:00:00+00:00,Fire,0,WA
30063,2013-08-18 00:00:00+00:00,Fire,0,MT
41027,2013-08-17 00:00:00+00:00,Fire,0,OR
41065,2013-08-17 00:00:00+00:00,Fire,0,OR
16013,2013-08-15 00:00:00+00:00,Fire,0,ID
