fips_code,incident_start_date,incidenttype,is_major_disaster,state_x,incident_year,stabr,area_name_x,year_x,medhhinc,povall,state_y,area_name_y,year_y,civilian_labor_force,employed,unemployed,unemployment_rate,median_household_income,med_hh_income_percent_of_state_total,total_population,total_population_norm
6111,2019-10-30 00:00:00+00:00,Fire,0,CA,2019,CA,Ventura County,2023.0,106526.0,80427.0,CA,"Ventura County, CA",2023.0,412931.0,395282.0,17649.0,4.3,101981.0,111.4,829590.0,0.0858450869071462
6037,2019-10-28 00:00:00+00:00,Fire,0,CA,2019,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6037,2019-10-24 00:00:00+00:00,Fire,0,CA,2019,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6097,2019-10-24 00:00:00+00:00,Fire,0,CA,2019,CA,Sonoma County,2023.0,100157.0,43143.0,CA,"Sonoma County, CA",2023.0,247963.0,238991.0,8972.0,3.6,96312.0,105.2,481812.0,0.0498555255750053
6037,2019-10-10 00:00:00+00:00,Fire,0,CA,2019,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6111,2019-10-10 00:00:00+00:00,Fire,0,CA,2019,CA,Ventura County,2023.0,106526.0,80427.0,CA,"Ventura County, CA",2023.0,412931.0,395282.0,17649.0,4.3,101981.0,111.4,829590.0,0.0858450869071462
49011,2019-08-30 00:00:00+00:00,Fire,0,UT,2019,UT,Davis County,2023.0,111081.0,22191.0,UT,"Davis County, UT",2023.0,190367.0,185764.0,4603.0,2.4,103143.0,116.5,373207.0,0.038616613658561
32031,2019-08-24 00:00:00+00:00,Fire,0,NV,2019,NV,Washoe County,2023.0,84282.0,48394.0,NV,"Washoe County, NV",2023.0,263489.0,252761.0,10728.0,4.1,80245.0,110.9,498022.0,0.0515330060056076
2170,2019-08-17 00:00:00+00:00,Fire,0,AK,2019,AK,Matanuska-Susitna Borough,2023.0,94376.0,10906.0,AK,"Matanuska-Susitna Borough, AK",2023.0,49710.0,47311.0,2399.0,4.8,86313.0,98.0,115239.0,0.0119209769083073
32005,2019-08-21 00:00:00+00:00,Fire,0,NV,2019,NV,Douglas County,2023.0,82025.0,4047.0,NV,"Douglas County, NV",2023.0,22657.0,21628.0,1029.0,4.5,91960.0,127.1,49545.0,0.0051226795975123
48197,2019-08-16 00:00:00+00:00,Fire,0,TX,2019,TX,Hardeman County,2023.0,50431.0,570.0,TX,"Hardeman County, TX",2023.0,1745.0,1662.0,83.0,4.8,49539.0,68.5,3490.0,0.0003567103667048
2170,2019-08-17 00:00:00+00:00,Fire,0,AK,2019,AK,Matanuska-Susitna Borough,2023.0,94376.0,10906.0,AK,"Matanuska-Susitna Borough, AK",2023.0,49710.0,47311.0,2399.0,4.8,86313.0,98.0,115239.0,0.0119209769083073
30049,2019-07-26 00:00:00+00:00,Fire,0,MT,2019,MT,Lewis and Clark County,2023.0,76816.0,6827.0,MT,"Lewis and Clark County, MT",2023.0,38712.0,37712.0,1000.0,2.6,72491.0,106.7,75011.0,0.0077580106675751
41019,2019-07-27 00:00:00+00:00,Fire,0,OR,2019,OR,Douglas County,2023.0,60296.0,17835.0,OR,"Douglas County, OR",2023.0,46962.0,44756.0,2206.0,4.7,55837.0,73.8,112435.0,0.0116308069436306
4005,2019-07-22 00:00:00+00:00,Fire,0,AZ,2019,AZ,Coconino County,2023.0,71528.0,23888.0,AZ,"Coconino County, AZ",2023.0,75192.0,72034.0,3158.0,4.2,64016.0,86.1,144472.0,0.0149461333196458
32031,2019-07-13 00:00:00+00:00,Fire,0,NV,2019,NV,Washoe County,2023.0,84282.0,48394.0,NV,"Washoe County, NV",2023.0,263489.0,252761.0,10728.0,4.1,80245.0,110.9,498022.0,0.0515330060056076
2090,2019-06-21 00:00:00+00:00,Fire,0,AK,2019,AK,Fairbanks North Star Borough,2023.0,86780.0,7015.0,AK,"Fairbanks North Star Borough, AK",2023.0,45499.0,43768.0,1731.0,3.8,84166.0,95.6,94840.0,0.0098100007637141
35061,2019-03-07 00:00:00+00:00,Fire,0,NM,2019,NM,Valencia County,2023.0,56785.0,13484.0,NM,"Valencia County, NM",2023.0,31599.0,30319.0,1280.0,4.1,53275.0,89.0,79141.0,0.0081854008081295
6037,2018-11-08 00:00:00+00:00,Fire,0,CA,2018,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6111,2018-11-08 00:00:00+00:00,Fire,0,CA,2018,CA,Ventura County,2023.0,106526.0,80427.0,CA,"Ventura County, CA",2023.0,412931.0,395282.0,17649.0,4.3,101981.0,111.4,829590.0,0.0858450869071462
6111,2018-11-08 00:00:00+00:00,Fire,0,CA,2018,CA,Ventura County,2023.0,106526.0,80427.0,CA,"Ventura County, CA",2023.0,412931.0,395282.0,17649.0,4.3,101981.0,111.4,829590.0,0.0858450869071462
6007,2018-11-08 00:00:00+00:00,Fire,0,CA,2018,CA,Butte County,2023.0,63084.0,40532.0,CA,"Butte County, CA",2023.0,91910.0,87088.0,4822.0,5.2,63353.0,69.2,207172.0,0.0214345986496127
49049,2018-09-21 00:00:00+00:00,Fire,0,UT,2018,UT,Utah County,2023.0,100617.0,63310.0,UT,"Utah County, UT",2023.0,353125.0,344042.0,9083.0,2.6,95085.0,107.4,719174.0,0.0744187649314902
56035,2018-09-18 00:00:00+00:00,Fire,0,WY,2018,WY,Sublette County,2023.0,78217.0,681.0,WY,"Sublette County, WY",2023.0,3979.0,3848.0,131.0,3.3,85649.0,120.2,8969.0,0.0009237008219343
1105,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,Perry County,2023.0,34176.0,2501.0,AL,"Perry County, AL",2023.0,2979.0,2830.0,149.0,5.0,33585.0,56.3,7738.0,0.0007963116541323
1109,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,Pike County,2023.0,50675.0,7364.0,AL,"Pike County, AL",2023.0,16124.0,15684.0,440.0,2.7,45144.0,75.6,33137.0,0.0034247092763943
53019,2018-08-11 00:00:00+00:00,Fire,0,WA,2018,WA,Ferry County,2023.0,57090.0,1275.0,WA,"Ferry County, WA",2023.0,2296.0,2104.0,192.0,8.4,57064.0,62.5,7497.0,0.0007713719389086
46047,2018-08-11 00:00:00+00:00,Fire,0,SD,2018,SD,Fall River County,2023.0,58834.0,1017.0,SD,"Fall River County, SD",2023.0,3003.0,2926.0,77.0,2.6,56976.0,80.7,7393.0,0.0007606095721731
53017,2018-08-11 00:00:00+00:00,Fire,0,WA,2018,WA,Douglas County,2023.0,69808.0,5281.0,WA,"Douglas County, WA",2023.0,21770.0,20751.0,1019.0,4.7,83870.0,91.9,44798.0,0.0046314396466135
53025,2018-08-11 00:00:00+00:00,Fire,0,WA,2018,WA,Grant County,2023.0,71374.0,15448.0,WA,"Grant County, WA",2023.0,48716.0,46160.0,2556.0,5.2,63809.0,69.9,102678.0,0.0106211106721077
1113,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,Russell County,2023.0,52312.0,10957.0,AL,"Russell County, AL",2023.0,23550.0,22901.0,649.0,2.8,45074.0,75.5,58744.0,0.0060746316321274
53007,2018-08-10 00:00:00+00:00,Fire,0,WA,2018,WA,Chelan County,2023.0,74848.0,8086.0,WA,"Chelan County, WA",2023.0,44441.0,42544.0,1897.0,4.3,81697.0,89.5,79997.0,0.0082739833651064
53000,2018-08-10 00:00:00+00:00,Fire,0,WA,2018,,,,,,,,,,,,,,,,
53077,2018-08-10 00:00:00+00:00,Fire,0,WA,2018,WA,Yakima County,2023.0,67112.0,40910.0,WA,"Yakima County, WA",2023.0,129472.0,121988.0,7484.0,5.8,63058.0,69.1,256643.0,0.0265540702339635
6065,2018-08-09 00:00:00+00:00,Fire,0,CA,2018,CA,Riverside County,2023.0,90251.0,278442.0,CA,"Riverside County, CA",2023.0,1157871.0,1102297.0,55574.0,4.8,86350.0,94.4,2492442.0,0.2579241547040546
49039,2018-08-06 00:00:00+00:00,Fire,0,UT,2018,UT,Sanpete County,2023.0,67295.0,3537.0,UT,"Sanpete County, UT",2023.0,14110.0,13702.0,408.0,2.9,65044.0,73.5,30277.0,0.0031287441911677
53043,2018-08-02 00:00:00+00:00,Fire,0,WA,2018,WA,Lincoln County,2023.0,71908.0,1245.0,WA,"Lincoln County, WA",2023.0,4674.0,4447.0,227.0,4.9,68318.0,74.9,11738.0,0.0012102488362673
1115,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,St. Clair County,2023.0,78349.0,10089.0,AL,"St. Clair County, AL",2023.0,42456.0,41549.0,907.0,2.1,70361.0,117.9,95552.0,0.0098836815821341
48053,2018-07-29 00:00:00+00:00,Fire,0,TX,2018,TX,Burnet County,2023.0,77824.0,5227.0,TX,"Burnet County, TX",2023.0,26549.0,25729.0,820.0,3.1,74897.0,103.6,53991.0,0.0055827707754554
16033,2018-07-28 00:00:00+00:00,Fire,0,ID,2018,ID,Clark County,2023.0,55625.0,122.0,ID,"Clark County, ID",2023.0,474.0,459.0,15.0,3.2,53366.0,73.5,801.0,7.844109601459211e-05
6000,2018-07-29 00:00:00+00:00,Fire,0,CA,2018,,,,,,,,,,,,,,,,
6033,2018-07-29 00:00:00+00:00,Fire,0,CA,2018,CA,Lake County,2023.0,57945.0,11790.0,CA,"Lake County, CA",2023.0,28706.0,27045.0,1661.0,5.8,51848.0,56.7,67878.0,0.0070198571875327
6045,2018-07-29 00:00:00+00:00,Fire,0,CA,2018,CA,Mendocino County,2023.0,65891.0,12295.0,CA,"Mendocino County, CA",2023.0,37377.0,35621.0,1756.0,4.7,63621.0,69.5,89108.0,0.0092168287817145
53017,2018-07-27 00:00:00+00:00,Fire,0,WA,2018,WA,Douglas County,2023.0,69808.0,5281.0,WA,"Douglas County, WA",2023.0,21770.0,20751.0,1019.0,4.7,83870.0,91.9,44798.0,0.0046314396466135
1127,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,Walker County,2023.0,57950.0,11099.0,AL,"Walker County, AL",2023.0,25677.0,24998.0,679.0,2.6,51065.0,85.5,64728.0,0.0066938816566014
6065,2018-07-25 00:00:00+00:00,Fire,0,CA,2018,CA,Riverside County,2023.0,90251.0,278442.0,CA,"Riverside County, CA",2023.0,1157871.0,1102297.0,55574.0,4.8,86350.0,94.4,2492442.0,0.2579241547040546
6089,2018-07-23 00:00:00+00:00,Fire,0,CA,2018,CA,Shasta County,2023.0,71935.0,23527.0,CA,"Shasta County, CA",2023.0,73889.0,70091.0,3798.0,5.1,66312.0,72.5,180366.0,0.0186605986235346
6105,2018-07-23 00:00:00+00:00,Fire,0,CA,2018,CA,Trinity County,2023.0,52079.0,3223.0,CA,"Trinity County, CA",2023.0,4560.0,4301.0,259.0,5.7,49485.0,54.1,15670.0,0.0016171490863061
48049,2018-07-23 00:00:00+00:00,Fire,0,TX,2018,TX,Brown County,2023.0,57744.0,5455.0,TX,"Brown County, TX",2023.0,15724.0,15048.0,676.0,4.3,53455.0,74.0,38709.0,0.0040013237711084
53025,2018-07-19 00:00:00+00:00,Fire,0,WA,2018,WA,Grant County,2023.0,71374.0,15448.0,WA,"Grant County, WA",2023.0,48716.0,46160.0,2556.0,5.2,63809.0,69.9,102678.0,0.0106211106721077
1133,2015-12-23 00:00:00+00:00,Severe Storm,1,AL,2015,AL,Winston County,2023.0,52280.0,3855.0,AL,"Winston County, AL",2023.0,9748.0,9482.0,266.0,2.7,51149.0,85.7,23611.0,0.0024389178771397
53063,2018-07-17 00:00:00+00:00,Fire,0,WA,2018,WA,Spokane County,2023.0,73380.0,67235.0,WA,"Spokane County, WA",2023.0,264059.0,252852.0,11207.0,4.2,69079.0,75.7,551455.0,0.0570624823688631
53037,2018-07-09 00:00:00+00:00,Fire,0,WA,2018,WA,Kittitas County,2023.0,66374.0,6869.0,WA,"Kittitas County, WA",2023.0,23171.0,21990.0,1181.0,5.1,71737.0,78.6,45508.0,0.0047049134964425
6083,2018-07-07 00:00:00+00:00,Fire,0,CA,2018,CA,Santa Barbara County,2023.0,90155.0,62891.0,CA,"Santa Barbara County, CA",2023.0,218248.0,209269.0,8979.0,4.1,89334.0,97.6,441257.0,0.0456587199696335
6073,2018-07-06 00:00:00+00:00,Fire,0,CA,2018,CA,San Diego County,2023.0,103476.0,319714.0,CA,"San Diego County, CA",2023.0,1596432.0,1534417.0,62015.0,3.9,98365.0,107.5,3269973.0,0.3383864024947166
6093,2018-07-05 00:00:00+00:00,Fire,0,CA,2018,CA,Siskiyou County,2023.0,58975.0,7273.0,CA,"Siskiyou County, CA",2023.0,16716.0,15649.0,1067.0,6.4,51593.0,56.4,42905.0,0.0044355438751681
8037,2018-07-04 00:00:00+00:00,Fire,0,CO,2018,CO,Eagle County,2023.0,110598.0,3582.0,CO,"Eagle County, CO",2023.0,34923.0,34007.0,916.0,2.6,105813.0,118.8,54381.0,0.0056231296507135
49013,2018-07-02 00:00:00+00:00,Fire,0,UT,2018,UT,Duchesne County,2023.0,75705.0,2513.0,UT,"Duchesne County, UT",2023.0,8554.0,8308.0,246.0,2.9,67256.0,76.0,20477.0,0.0021145980949369
49051,2018-07-02 00:00:00+00:00,Fire,0,UT,2018,UT,Wasatch County,2023.0,121397.0,1848.0,UT,"Wasatch County, UT",2023.0,18659.0,18208.0,451.0,2.4,115793.0,130.8,37144.0,0.0038393708485981
8119,2018-06-30 00:00:00+00:00,Fire,0,CO,2018,CO,Teller County,2023.0,88089.0,2044.0,CO,"Teller County, CO",2023.0,13615.0,13204.0,411.0,3.0,81466.0,91.4,24617.0,0.0025430230784466
8023,2018-06-28 00:00:00+00:00,Fire,0,CO,2018,CO,Costilla County,2023.0,38731.0,814.0,CO,"Costilla County, CO",2023.0,1802.0,1722.0,80.0,4.4,36970.0,41.5,3628.0,0.0003709911994885
37173,2025-03-25 00:00:00+00:00,Fire,0,NC,2025,NC,Swain County,2023.0,54357.0,2125.0,NC,"Swain County, NC",2023.0,7119.0,6910.0,209.0,2.9,55462.0,82.1,13916.0,0.0014356376319398
8055,2018-06-28 00:00:00+00:00,Fire,0,CO,2018,CO,Huerfano County,2023.0,47855.0,1270.0,CO,"Huerfano County, CO",2023.0,2462.0,2318.0,144.0,5.8,47968.0,53.8,7055.0,0.0007256318802827
6033,2018-06-24 00:00:00+00:00,Fire,0,CA,2018,CA,Lake County,2023.0,57945.0,11790.0,CA,"Lake County, CA",2023.0,28706.0,27045.0,1661.0,5.8,51848.0,56.7,67878.0,0.0070198571875327
32019,2018-06-17 00:00:00+00:00,Fire,0,NV,2018,NV,Lyon County,2023.0,75195.0,5991.0,NV,"Lyon County, NV",2023.0,23627.0,22259.0,1368.0,5.8,74741.0,103.3,62583.0,0.0064719078426815
56001,2018-06-11 00:00:00+00:00,Fire,0,WY,2018,WY,Albany County,2023.0,59633.0,5922.0,WY,"Albany County, WY",2023.0,21491.0,20932.0,559.0,2.6,53537.0,75.1,38257.0,0.0039545488695272
35035,2018-06-07 00:00:00+00:00,Fire,0,NM,2018,NM,Otero County,2023.0,51298.0,12671.0,NM,"Otero County, NM",2023.0,24973.0,23970.0,1003.0,4.0,52787.0,88.2,68835.0,0.0071188916583586
35007,2018-05-31 00:00:00+00:00,Fire,0,NM,2018,NM,Colfax County,2023.0,54255.0,2073.0,NM,"Colfax County, NM",2023.0,5364.0,5179.0,185.0,3.4,49966.0,83.5,12255.0,0.0012637502170583
48243,2018-05-02 00:00:00+00:00,Fire,0,TX,2018,TX,Jeff Davis County,2023.0,63614.0,238.0,TX,"Jeff Davis County, TX",2023.0,1005.0,973.0,32.0,3.2,58285.0,80.6,1856.0,0.0001876170278027
4005,2018-04-27 00:00:00+00:00,Fire,0,AZ,2018,AZ,Coconino County,2023.0,71528.0,23888.0,AZ,"Coconino County, AZ",2023.0,75192.0,72034.0,3158.0,4.2,64016.0,86.1,144472.0,0.0149461333196458
48179,2018-04-17 00:00:00+00:00,Fire,0,TX,2018,TX,Gray County,2023.0,56726.0,3346.0,TX,"Gray County, TX",2023.0,7770.0,7451.0,319.0,4.1,50648.0,70.1,20916.0,0.0021600277006762
48253,2018-04-13 00:00:00+00:00,Fire,0,TX,2018,TX,Jones County,2023.0,51671.0,3034.0,TX,"Jones County, TX",2023.0,5940.0,5666.0,274.0,4.6,51894.0,71.8,20381.0,0.0021046636025656
40043,2018-04-11 00:00:00+00:00,Fire,0,OK,2018,OK,Dewey County,2023.0,55952.0,581.0,OK,"Dewey County, OK",2023.0,3222.0,3156.0,66.0,2.0,55444.0,93.0,4286.0,0.0004390838659497
40153,2018-04-11 00:00:00+00:00,Fire,0,OK,2018,OK,Woodward County,2023.0,59312.0,2726.0,OK,"Woodward County, OK",2023.0,9041.0,8769.0,272.0,3.0,61248.0,102.7,19947.0,0.002059751418304
40125,2018-03-16 00:00:00+00:00,Fire,0,OK,2018,OK,Pottawatomie County,2023.0,57089.0,11982.0,OK,"Pottawatomie County, OK",2023.0,34153.0,32918.0,1235.0,3.6,52695.0,88.4,73791.0,0.0076317598270239
46033,2017-12-12 00:00:00+00:00,Fire,0,SD,2017,SD,Custer County,2023.0,76579.0,763.0,SD,"Custer County, SD",2023.0,4252.0,4145.0,107.0,2.5,75336.0,106.7,9117.0,0.0009390164976733
6073,2017-12-07 00:00:00+00:00,Fire,0,CA,2017,CA,San Diego County,2023.0,103476.0,319714.0,CA,"San Diego County, CA",2023.0,1596432.0,1534417.0,62015.0,3.9,98365.0,107.5,3269973.0,0.3383864024947166
6037,2017-12-06 00:00:00+00:00,Fire,0,CA,2017,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6037,2017-12-05 00:00:00+00:00,Fire,0,CA,2017,CA,Los Angeles County,2023.0,86499.0,1299957.0,CA,"Los Angeles County, CA",2023.0,5015629.0,4763587.0,252042.0,5.0,82455.0,90.1,9663345.0,1.0
6083,2017-12-04 00:00:00+00:00,Fire,0,CA,2017,CA,Santa Barbara County,2023.0,90155.0,62891.0,CA,"Santa Barbara County, CA",2023.0,218248.0,209269.0,8979.0,4.1,89334.0,97.6,441257.0,0.0456587199696335
6111,2017-12-04 00:00:00+00:00,Fire,0,CA,2017,CA,Ventura County,2023.0,106526.0,80427.0,CA,"Ventura County, CA",2023.0,412931.0,395282.0,17649.0,4.3,101981.0,111.4,829590.0,0.0858450869071462
6055,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Napa County,2023.0,100469.0,11581.0,CA,"Napa County, CA",2023.0,71973.0,69429.0,2544.0,3.5,98580.0,107.7,133216.0,0.0137813140891177
6097,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Sonoma County,2023.0,100157.0,43143.0,CA,"Sonoma County, CA",2023.0,247963.0,238991.0,8972.0,3.6,96312.0,105.2,481812.0,0.0498555255750053
6033,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Lake County,2023.0,57945.0,11790.0,CA,"Lake County, CA",2023.0,28706.0,27045.0,1661.0,5.8,51848.0,56.7,67878.0,0.0070198571875327
6097,2017-10-08 00:00:00+00:00,Fire,0,CA,2017,CA,Sonoma County,2023.0,100157.0,43143.0,CA,"Sonoma County, CA",2023.0,247963.0,238991.0,8972.0,3.6,96312.0,105.2,481812.0,0.0498555255750053
6045,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Mendocino County,2023.0,65891.0,12295.0,CA,"Mendocino County, CA",2023.0,37377.0,35621.0,1756.0,4.7,63621.0,69.5,89108.0,0.0092168287817145
6007,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Butte County,2023.0,63084.0,40532.0,CA,"Butte County, CA",2023.0,91910.0,87088.0,4822.0,5.2,63353.0,69.2,207172.0,0.0214345986496127
6057,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Nevada County,2023.0,87142.0,10990.0,CA,"Nevada County, CA",2023.0,48838.0,46925.0,1913.0,3.9,80069.0,87.5,102037.0,0.0105547772386705
6007,2017-10-08 00:00:00+00:00,Fire,0,CA,2017,CA,Butte County,2023.0,63084.0,40532.0,CA,"Butte County, CA",2023.0,91910.0,87088.0,4822.0,5.2,63353.0,69.2,207172.0,0.0214345986496127
6115,2017-10-08 00:00:00+00:00,Fire,0,CA,2017,CA,Yuba County,2023.0,71493.0,12935.0,CA,"Yuba County, CA",2023.0,31878.0,29754.0,2124.0,6.7,63626.0,69.5,85722.0,0.0088664309570372
6055,2017-10-08 00:00:00+00:00,Fire,0,CA,2017,CA,Napa County,2023.0,100469.0,11581.0,CA,"Napa County, CA",2023.0,71973.0,69429.0,2544.0,3.5,98580.0,107.7,133216.0,0.0137813140891177
6097,2017-10-08 00:00:00+00:00,Fire,0,CA,2017,CA,Sonoma County,2023.0,100157.0,43143.0,CA,"Sonoma County, CA",2023.0,247963.0,238991.0,8972.0,3.6,96312.0,105.2,481812.0,0.0498555255750053
6055,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Napa County,2023.0,100469.0,11581.0,CA,"Napa County, CA",2023.0,71973.0,69429.0,2544.0,3.5,98580.0,107.7,133216.0,0.0137813140891177
6095,2017-10-09 00:00:00+00:00,Fire,0,CA,2017,CA,Solano County,2023.0,99117.0,45402.0,CA,"Solano County, CA",2023.0,203063.0,193619.0,9444.0,4.7,92711.0,101.3,449218.0,0.0464825584463778
30000,2017-09-11 00:00:00+00:00,Fire,0,MT,2017,,,,,,,,,,,,,,,,
30073,2017-09-11 00:00:00+00:00,Fire,0,MT,2017,MT,Pondera County,2023.0,47659.0,1150.0,MT,"Pondera County, MT",2023.0,2657.0,2581.0,76.0,2.9,51057.0,75.2,6125.0,0.0006293914854363
30099,2017-09-11 00:00:00+00:00,Fire,0,MT,2017,MT,Teton County,2023.0,71393.0,832.0,MT,"Teton County, MT",2023.0,2789.0,2707.0,82.0,2.9,57054.0,84.0,6430.0,0.0006609541955741
30053,2017-09-09 00:00:00+00:00,Fire,0,MT,2017,MT,Lincoln County,2023.0,51941.0,3287.0,MT,"Lincoln County, MT",2023.0,8696.0,8240.0,456.0,5.2,48432.0,71.3,21895.0,0.0022613388260037
30089,2017-09-09 00:00:00+00:00,Fire,0,MT,2017,MT,Sanders County,2023.0,54599.0,1956.0,MT,"Sanders County, MT",2023.0,5517.0,5251.0,266.0,4.8,47976.0,70.6,13684.0,0.001411629275376
30089,2017-09-09 00:00:00+00:00,Fire,0,MT,2017,MT,Sanders County,2023.0,54599.0,1956.0,MT,"Sanders County, MT",2023.0,5517.0,5251.0,266.0,4.8,47976.0,70.6,13684.0,0.001411629275376
30053,2017-09-09 00:00:00+00:00,Fire,0,MT,2017,MT,Lincoln County,2023.0,51941.0,3287.0,MT,"Lincoln County, MT",2023.0,8696.0,8240.0,456.0,5.2,48432.0,71.3,21895.0,0.0022613388260037
30049,2017-09-08 00:00:00+00:00,Fire,0,MT,2017,MT,Lewis and Clark County,2023.0,76816.0,6827.0,MT,"Lewis and Clark County, MT",2023.0,38712.0,37712.0,1000.0,2.6,72491.0,106.7,75011.0,0.0077580106675751
30063,2017-08-28 00:00:00+00:00,Fire,0,MT,2017,MT,Missoula County,2023.0,72882.0,13548.0,MT,"Missoula County, MT",2023.0,69185.0,67213.0,1972.0,2.9,68210.0,100.4,121849.0,0.0126050081017854
30077,2017-08-28 00:00:00+00:00,Fire,0,MT,2017,MT,Powell County,2023.0,61354.0,916.0,MT,"Powell County, MT",2023.0,2999.0,2909.0,90.0,3.0,60350.0,88.9,7133.0,0.0007337036553343
49011,2017-09-05 00:00:00+00:00,Fire,0,UT,2017,UT,Davis County,2023.0,111081.0,22191.0,UT,"Davis County, UT",2023.0,190367.0,185764.0,4603.0,2.4,103143.0,116.5,373207.0,0.038616613658561
49057,2017-09-05 00:00:00+00:00,Fire,0,UT,2017,UT,Weber County,2023.0,86678.0,22794.0,UT,"Weber County, UT",2023.0,139820.0,135950.0,3870.0,2.8,83465.0,94.3,271926.0,0.028135620722606
6107,2017-08-29 00:00:00+00:00,Fire,0,CA,2017,CA,Tulare County,2023.0,71368.0,83050.0,CA,"Tulare County, CA",2023.0,213303.0,191983.0,21320.0,10.0,64313.0,70.3,479468.0,0.0496129583862741
41027,2017-09-02 00:00:00+00:00,Fire,0,OR,2017,OR,Hood River County,2023.0,79092.0,2356.0,OR,"Hood River County, OR",2023.0,14178.0,13759.0,419.0,3.0,75818.0,100.2,23745.0,0.0024527847727412
41051,2017-09-02 00:00:00+00:00,Fire,0,OR,2017,OR,Multnomah County,2023.0,83290.0,99712.0,OR,"Multnomah County, OR",2023.0,465029.0,448461.0,16568.0,3.6,79432.0,105.0,789698.0,0.0817168913897133
53037,2017-09-02 00:00:00+00:00,Fire,0,WA,2017,WA,Kittitas County,2023.0,66374.0,6869.0,WA,"Kittitas County, WA",2023.0,23171.0,21990.0,1181.0,5.1,71737.0,78.6,45508.0,0.0047049134964425
6105,2017-08-30 00:00:00+00:00,Fire,0,CA,2017,CA,Trinity County,2023.0,52079.0,3223.0,CA,"Trinity County, CA",2023.0,4560.0,4301.0,259.0,5.7,49485.0,54.1,15670.0,0.0016171490863061
41015,2017-08-19 00:00:00+00:00,Fire,0,OR,2017,OR,Curry County,2023.0,55238.0,3657.0,OR,"Curry County, OR",2023.0,9030.0,8611.0,419.0,4.6,54595.0,72.2,23296.0,0.0024063203240465
30063,2017-08-17 00:00:00+00:00,Fire,0,MT,2017,MT,Missoula County,2023.0,72882.0,13548.0,MT,"Missoula County, MT",2023.0,69185.0,67213.0,1972.0,2.9,68210.0,100.4,121849.0,0.0126050081017854
30081,2017-08-17 00:00:00+00:00,Fire,0,MT,2017,MT,Ravalli County,2023.0,70624.0,5076.0,MT,"Ravalli County, MT",2023.0,22245.0,21566.0,679.0,3.1,65789.0,96.9,47738.0,0.0049356834754828
41017,2017-08-16 00:00:00+00:00,Fire,0,OR,2017,OR,Deschutes County,2023.0,95414.0,17944.0,OR,"Deschutes County, OR",2023.0,104662.0,100812.0,3850.0,3.7,84281.0,111.4,208513.0,0.0215733710899235
41035,2017-08-03 00:00:00+00:00,Fire,0,OR,2017,OR,Klamath County,2023.0,54630.0,13321.0,OR,"Klamath County, OR",2023.0,29952.0,28398.0,1554.0,5.2,54961.0,72.7,70003.0,0.007239761315542
30033,2017-07-20 00:00:00+00:00,Fire,0,MT,2017,MT,Garfield County,2023.0,53069.0,202.0,MT,"Garfield County, MT",2023.0,743.0,718.0,25.0,3.4,50762.0,74.7,1211.0,0.0001208696571834
30069,2017-07-20 00:00:00+00:00,Fire,0,MT,2017,MT,Petroleum County,2023.0,50164.0,72.0,MT,"Petroleum County, MT",2023.0,276.0,267.0,9.0,3.3,48991.0,72.1,554.0,5.288047501775273e-05
32005,2017-07-24 00:00:00+00:00,Fire,0,NV,2017,NV,Douglas County,2023.0,82025.0,4047.0,NV,"Douglas County, NV",2023.0,22657.0,21628.0,1029.0,4.5,91960.0,127.1,49545.0,0.0051226795975123
6043,2017-07-16 00:00:00+00:00,Fire,0,CA,2017,CA,Mariposa County,2023.0,64352.0,2899.0,CA,"Mariposa County, CA",2023.0,7603.0,7216.0,387.0,5.1,66513.0,72.7,16919.0,0.0017464009714277
